          x            density        pressure        velocity        internal energy
   4.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   4.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.0000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.1250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.2500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.3750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.5000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.6250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   5.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.0000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.1250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.2500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.3750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.5000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.6250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   6.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.0000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.1250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.2500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.3750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.5000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.6250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   7.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.0000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.1250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.2500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.3750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.5000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.6250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   8.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.0000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.1250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.2500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.3750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.5000000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.6250000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.7500000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   9.8750000E-02   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.0875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.1875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.2875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.3875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.4875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.5875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.6875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.7875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.8875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   1.9875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.0875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.1875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.2875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.3875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.4875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.5875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.6875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.7875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.8875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   2.9875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0125000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0250000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0375000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0500000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0625000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0750000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.0875000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.1000000E-01   1.0000000E+00   0.0000000E+00   1.0000000E+00   2.5000000E+00
   3.1125000E-01   9.9751739E-01   2.9403805E-03   9.9652608E-01   2.4975155E+00
   3.1250000E-01   9.9203810E-01   9.4507972E-03   9.8887111E-01   2.4920190E+00
   3.1375000E-01   9.8658290E-01   1.5961214E-02   9.8126661E-01   2.4865285E+00
   3.1500000E-01   9.8115174E-01   2.2471631E-02   9.7371228E-01   2.4810441E+00
   3.1625000E-01   9.7574452E-01   2.8982047E-02   9.6620786E-01   2.4755657E+00
   3.1750000E-01   9.7036116E-01   3.5492464E-02   9.5875307E-01   2.4700934E+00
   3.1875000E-01   9.6500159E-01   4.2002881E-02   9.5134763E-01   2.4646271E+00
   3.2000000E-01   9.5966573E-01   4.8513297E-02   9.4399127E-01   2.4591669E+00
   3.2125000E-01   9.5435350E-01   5.5023714E-02   9.3668373E-01   2.4537127E+00
   3.2250000E-01   9.4906482E-01   6.1534131E-02   9.2942473E-01   2.4482646E+00
   3.2375000E-01   9.4379961E-01   6.8044547E-02   9.2221400E-01   2.4428226E+00
   3.2500000E-01   9.3855779E-01   7.4554964E-02   9.1505127E-01   2.4373866E+00
   3.2625000E-01   9.3333930E-01   8.1065381E-02   9.0793628E-01   2.4319566E+00
   3.2750000E-01   9.2814404E-01   8.7575797E-02   9.0086877E-01   2.4265328E+00
   3.2875000E-01   9.2297194E-01   9.4086214E-02   8.9384846E-01   2.4211149E+00
   3.3000000E-01   9.1782292E-01   1.0059663E-01   8.8687509E-01   2.4157032E+00
   3.3125000E-01   9.1269691E-01   1.0710705E-01   8.7994841E-01   2.4102974E+00
   3.3250000E-01   9.0759383E-01   1.1361746E-01   8.7306815E-01   2.4048978E+00
   3.3375000E-01   9.0251360E-01   1.2012788E-01   8.6623406E-01   2.3995042E+00
   3.3500000E-01   8.9745614E-01   1.2663830E-01   8.5944587E-01   2.3941166E+00
   3.3625000E-01   8.9242138E-01   1.3314871E-01   8.5270332E-01   2.3887351E+00
   3.3750000E-01   8.8740925E-01   1.3965913E-01   8.4600617E-01   2.3833597E+00
   3.3875000E-01   8.8241965E-01   1.4616955E-01   8.3935415E-01   2.3779903E+00
   3.4000000E-01   8.7745253E-01   1.5267996E-01   8.3274702E-01   2.3726270E+00
   3.4125000E-01   8.7250780E-01   1.5919038E-01   8.2618451E-01   2.3672697E+00
   3.4250000E-01   8.6758539E-01   1.6570080E-01   8.1966638E-01   2.3619185E+00
   3.4375000E-01   8.6268522E-01   1.7221121E-01   8.1319238E-01   2.3565733E+00
   3.4500000E-01   8.5780722E-01   1.7872163E-01   8.0676226E-01   2.3512342E+00
   3.4625000E-01   8.5295130E-01   1.8523205E-01   8.0037577E-01   2.3459011E+00
   3.4750000E-01   8.4811741E-01   1.9174246E-01   7.9403266E-01   2.3405741E+00
   3.4875000E-01   8.4330545E-01   1.9825288E-01   7.8773269E-01   2.3352532E+00
   3.5000000E-01   8.3851536E-01   2.0476330E-01   7.8147562E-01   2.3299383E+00
   3.5125000E-01   8.3374706E-01   2.1127371E-01   7.7526119E-01   2.3246294E+00
   3.5250000E-01   8.2900048E-01   2.1778413E-01   7.6908917E-01   2.3193267E+00
   3.5375000E-01   8.2427554E-01   2.2429455E-01   7.6295931E-01   2.3140299E+00
   3.5500000E-01   8.1957217E-01   2.3080496E-01   7.5687138E-01   2.3087393E+00
   3.5625000E-01   8.1489030E-01   2.3731538E-01   7.5082514E-01   2.3034547E+00
   3.5750000E-01   8.1022984E-01   2.4382580E-01   7.4482034E-01   2.2981761E+00
   3.5875000E-01   8.0559073E-01   2.5033621E-01   7.3885675E-01   2.2929036E+00
   3.6000000E-01   8.0097290E-01   2.5684663E-01   7.3293414E-01   2.2876371E+00
   3.6125000E-01   7.9637627E-01   2.6335705E-01   7.2705227E-01   2.2823767E+00
   3.6250000E-01   7.9180076E-01   2.6986746E-01   7.2121090E-01   2.2771224E+00
   3.6375000E-01   7.8724631E-01   2.7637788E-01   7.1540981E-01   2.2718741E+00
   3.6500000E-01   7.8271284E-01   2.8288830E-01   7.0964875E-01   2.2666319E+00
   3.6625000E-01   7.7820028E-01   2.8939871E-01   7.0392751E-01   2.2613957E+00
   3.6750000E-01   7.7370856E-01   2.9590913E-01   6.9824585E-01   2.2561656E+00
   3.6875000E-01   7.6923761E-01   3.0241955E-01   6.9260355E-01   2.2509415E+00
   3.7000000E-01   7.6478734E-01   3.0892996E-01   6.8700036E-01   2.2457235E+00
   3.7125000E-01   7.6035770E-01   3.1544038E-01   6.8143608E-01   2.2405116E+00
   3.7250000E-01   7.5594860E-01   3.2195080E-01   6.7591047E-01   2.2353057E+00
   3.7375000E-01   7.5155998E-01   3.2846121E-01   6.7042331E-01   2.2301058E+00
   3.7500000E-01   7.4719177E-01   3.3497163E-01   6.6497438E-01   2.2249120E+00
   3.7625000E-01   7.4284390E-01   3.4148205E-01   6.5956345E-01   2.2197243E+00
   3.7750000E-01   7.3851628E-01   3.4799246E-01   6.5419031E-01   2.2145426E+00
   3.7875000E-01   7.3420886E-01   3.5450288E-01   6.4885473E-01   2.2093670E+00
